Author	Year	Title	Publication Type
Hoff; D. M.	1992	Society and population.	Monograph
Hiponia, V. L.	1987	Asians in the United States.	Journal Article
Hodge, R. W.	1981	The measurement of occupational status.	Monograph
Horan, P. M.	1974	The structure of occupoiionol mobility: Conceptucalization and analysis.	Journal Article
Hugo, G.	2013	What we know about migration and enhanced mobility.	Online
Hunter, LC. & Reid, G. L.	1968	Urban worker mobility.	Monograph
Institute for Migration and Development Issues	2008	The Philippine Migration and Development Statistical Almanac.	Almanac
Integrated Public Use Microdata Series, U.S.A.	X	Chapter 4: integrated Occupation and industry Codes and Occupational Standing Variables in the IPUMS.	Online
International Labour Organization	2004	lnfemafional Standard Classification of Occupations 1968: Major, minor and unit groups.	Online
International Labour Organization	2004	International Standard Classification of Occupations 1988.	Online
International Lobour Organization	2008	Correspondence table: ISCO-88 -ISCO-08 (Excel).	Online
International Lobour Organization	2008	Correspondence fable: ISCO-08 -ISCO-88 (Excel).	Online
International Labour Organization	2008	Resolution concerning updating the International Standard Classification of Occupations.	Online
International Lcbour Orgcznization	2009	ISCO-08 Group de finifions - Final draft (Word).	Online
International Organization for Migration & Scalabrini Migration Center	2013	Country Migration Report: The Philippines 2013.	Report
Jacobs, J.	1989	Revolving doors: Sex segregation and women's careers.	Monograph
Kanlungan.	1995	Quezon City, Philippines.	X
Kannapan, S.	1968	The brain drain and developing countries.	Journal Article
Kelly, P., Astorga-Garcia, M., Esguerra, E. F., & the Community Alliance for Social Justice, Toronto	2009	Filipino immigrants in the Toronto labour markel: Towards a qualitative understanding of deprofessionalizalion.	Monograph
Kelly, P., Park, S. De Leon, C., & Priest, J.	2011	Profile of live-in caregiver immigrants to Canada, 1993-2009.	Report
Khondker, S. R.	1992	Earnings, occupational choice, and mobility in segmented labor markets in India.	Monograph
Kim, D.Y. & Kulkorni, V. S.	2009	The role of other's occupation on intergenerational educational and occupational mobility: The case of second-generation Chinese Americons in New York.	Journal Article
Krueger, R.A.	1991	Focus groups: A practical guide for applied research (2nd ed.).	Monograph
Lone, A. V.	1977	Migration and the processes of occupational mobility and status attainment.	Journal Article
Lane, B.	1992	Filipino domestic workers in Hong Kong.	Journal Article
Lauby, J. & Stork, O.	1988	Individual migration os O family strategy: Young women in the Philippines.	Journal Article
Lovores, O.	2007	How socially mobile ore tricycle drivers?: An intergenerational mobility study.	Thesis
Lee, E.S. 	1966	A theory of migrofion.	Journal Article
Lieberson, S. & Fuguilt, G.V.	1967	Negro-white occupational differences in the absence of discrimination.	Journal Article
Lin, G. & Christiadi, C.	2002	Interregion-occupational persistence and dispersion: A model of geographic and occupational mobility.	Paper
Long, J. & Ferrie, J.	2003	Labor mobility. The Oxford Encyclopedic of Economic History.	Online
Lorenzo, F.M.E., Golvez-Ton, J., Icomino, K., & Javier, L.	2007	Nurse migration from o source country perspective: Philippine country case study.	Journal Article
Malkin, M.	2007	Desperate Housewives insults Filipinos.	Online
Mangahos, M. A. A.	1984	 An evaluation of the Philippine overseas employment promotion policy.	Monograph
Mangahas, M. A. A.	1985	Trends in Philippine labor migration.	Journal Article
Mangahas, M. A. A. 	1996	Violence against women migrant workers: A Philippine reality check.	Journal Article
Massey, D. B.	1994	A global sense of place.	Online
Massey, D. S. 	1990	Social structure, hoUsehold strategies, cmd the cumulative causation of migration.	Journal Article
Massey, D. S., Arongo, J., Hugo, G., Kouaouci, A., Pellegrino, A., & Taylor, J. E.	1993	Theories of international migration: A review and appraisal.	Journal Article
Madras, J. 	1975	Social inequality, stratification and mobility.	Monograph
Matteo, A., Neagu, LC., & Camden, C.	2005	Brain waste?: Educated immigrants in the U.S, labor market.	Working Paper
Mayor, R.	2006	Migration of health professionals: Boon or bane.	Journal Article
McBrier, D. B. & Wilson, G.	2004	Going downs: Race and downward occupational mobility for white-coworkers in the 19905.	Journal Article
Medeniflo, S.	2011	Filipino seafarers continue to increase.	Online
Meruerias, M.	2009	Alec Boldwirfs 'RP mail-order bride remark' irks senator.	Online
National Statistical Coordination Board	1993	Adoption of The 1992 Philippine Standard Occupational Classificofion.	Online
National Statistical Coordination Board	1993	Standards and clossification systems: Philippine Standard Occupoiionol Classification (PSOC).	Online
National Statistical Coordination Board	2012	The Pinoy diaspora: Where do our OFWs come from and where do they go? Sexy statistics.	Online
National Statistics Office	2000	Philippine Standard Occupational Clossification Codebook.	Monograph
National Statistics Office	2004	Survey on Overseas Filipinos 2003 and 2004: A Report on the Overseas Filipino Workers.	Survey
National Statistics Office	X	Labor Force Survey.	Survey
National Statistics Office	X	Survey on Overseas Filipinos.	Survey
National Statistics Office	2013	2012 Survey on Overseas Filipinos.	Survey
Nguyen, L.	X	Pattern and determinants of occupational mobility of adult Ghanaian in-migrants in the Central Region.	Monograph
OFW Guide	2009	New age requirement for OFWs in Saudi Arabia.	Online
Ogena, N. B.	2008	Human capitol projections for the Philippines: issues and challenges for the 21st century.	Journal Article
Ogena, N. B. & De Jong, G. F.	1999	Infernal migration and occupational mobiliiy in Thailand.	Journal Article
Orara, S.	1994	Dollars remitted or human worth?: The unquantified costs of our labor export.	Journal Article
Poez, R. D.	2010	Migronls os development oclors: Challenges and opporfunilies.	Monograph
Palma-Beltran, R.	1991	Filipino women domestic helpers overseas: Profile one implications for policy.	Journal Article
Parnes, H.	1954	Research on labor mobility: An appraisal of research findings in the United States.	Monograph
Perez, A. E. & Feranil, I. Z.	1993	The economic integroiiorw Of fnmnln migrants in urban labor markets: The Philippine case.	Journal Article
Pessar, P. R., & Mahler, S. J.	2003	Transnational migration: Bringing gender in.	Journal Article
Philippine Overseas Employment Administration	2010	Deployment of Overseas Filipino Workers 1984 -2002.	Online
Philippine Overseas Employment Administration	2012	A Compendium of OFW statistics.	Online
Philippine Overseas Employment Administration	X	Overseas Employment Statistics.	Online
Philippine Overseos Employment Administration	X	POEA Annual Report.	Report
Portes, A. L.	1987	One field, many views: Competing theories of international migration.	Monograph
Powers, M. G., & Seltzer, W.	1998	Occupationol status and mobility among undocumented immigrants by gender.	Journal Article
Pratt, G.	2003	Between homes: Displacement and belonging for second-generation Filipino-Canadian youths.	Journal Article
Pratt, G.	2005	Abandoned women and spaces of exception.	Journal Article
Rasul, A. D.	1994	The phenomenon of women overseas worker.	Journal Article
Ravenstein, E. G. 	1885	The Laws of Migration.	Journal Article
Reskin, B. F.	1991	Labor markets os queues: A slruciural approach Io changing occupational sex composition.	Monograph
Retherford RD. & Choe, M. J.	1993	Statistical models for causal analysis.	Monograph
Robinson, K.	2014	Purdue research: Loss of 'brain wosfe' among highly educated immigrants.	Online
Rodriguez, E. R.	1996	Net social benefits of emigration from the perspective of the source country: Do overseas Filipinos really benefit the Philippines?	Journal Article
Rosenfield, R. A.	1978	Women's intergenerational occupational mobility.	Journal Article
Samonte, E. L.	1991	Filipino migrant workers in Jopan: In search for a better life-the price of a dream.	Journal Article
Sorausod, M. R.	2013	Understanding the contemporary Philippines-Thailand migration system.	Dissertation
Scalabrini Migration Center	X	Filipino means DH.	Online
Scalabrini Migration Center	2010	Realizing migration and development in the Philippines: Charting new policies, perspectives.	Monograph
Shah, C.	2009	Determinants of job separation and occupational mobility in Australia.	Working Paper
Sharma, M.	1986	Towards o political economy of emigration from the Philippines: The 1906 to 1946 Ilocano movement to Hawaii in hisioricoi perspective.	Journal Article
Silvey, R.	2004	Power, difference and mobility: Feminist advances in migration studies.	Journal Article
Sittitrai, W., Brown, T., Corbollo, M., & Caraél, M.	1990	A guide to the use of focus group discussions in sexual behoviour and AIDS research.	Monograph
Sjaastad, A. H.	1962	The costs and returns of human migration.	Journal Article
Smits, J., Ulfee, W., & Lammers, J.	1996	Effects of occupcfionol status differences between spouses on the wife's labor force participation and occupational achievements: Findings from 1 2 European countries.	Journal Article
Soriano, M.	1996	Implications of international migration: A focus on the Philippine experience.	Journal Article
Stark, O.	2010	The migration of skilled workers as a policy tool for enhancing hmman capital formation and raising welfare.	Lecture
Thadani, V. N. & Todaro, M. P.	1984	Female migration: A conceptual framework.	Monograph
The University of Hawaii's Office of Multicultural Student Services	2005	Filipino migration to the United States.	Online
Tigno, J. V.	1993	Migration, the market and society: Issues in Philippine labor flows to Japan.	Journal Article
Tigno, J. V.	1996	 ASEAN Iobor migration: Experiences, perceptions, and perspectives.	Journal Article
Treimon, D. J.	1976	Occupational prestige in comparative perspective.	Monograph
Tsoo, C.	2009	The war of home.	Online
Tyner, J. & Donaldson, D.	1999	The geography of Philippine international migration fields.	Journal Article
University of the Philippines, Friends of Filipino Migroni Workers, inc., & Tel Aviv University	2002	The study on the consequences of international contract labor migration of Filipino parents on their children.	Report
Wenk, D. & Garrett, P.	1992	Having Q baby: Some predictions of maternal employment around childbirth.	Journal Article
Wikipedia	X	 Arab Spring	Online
Wilson, G.	2009	Downword mobiiiiy of women from write-collor employment: Determinonis and timing by race.	Journal Article
Wong, R. S. & Hauser, R. M.	1992	Trends in occupational mobility in Hungary under socialism.	Working Paper
Yukawa, J.	1996	Migration from the Philippines, 1975-1995: An annotated bibliography.	Monograph
Zelinski, W.	1971	The hypothesis of the mobility transition.	Journal Article
Abdalla & Shaheen	2007	Completeness of adult death registration in Sudan in 2002.	Journal Article
Bietsch	2012	A guide to stable retrieved population.	Online
Brass, W.	1975	Methods for estimating fertility and mortality from limited and defective data.	Monograph
Cabigon, J. V.	1990	Philippine mortality in changing times.	Dissertation
Cabigon, J. V.	1995	Experiences in estimating infant and child mortality in the Philippines.	Conference Paper
Cabigon, J. V. and Flieger, W.	1999	1995 Gender-specific life tables for the Philippines, its regions and provinces.	Monograph
Cabigon, J. V.	2009	2000 Life table estimates for the Philippines and provinces by sex.	X
Coale, A.J., & Demeny, P.	1966	Regional model life tables and stable populations.	Monograph
Coale, A. J. and Demeny, P.	1966	Regional model life tables and stable populations.	Monograph
Collado, P.	2008	Uses of civil registry documents.	Paper
Costelo, M.	1988	Infant and childhood mortality research in the Philippines: Review and agenda.	Journal Article
Courbage, Y., & Fargues, P.	1979	A method of deriving mortality estimates from incomplete vital statistics.	Journal Article
Cruz, G., & Abellera, C	2015	Is there age and sex misreporting in the Philippine Census?	Paper
Cruz, G. T., Cruz, C. P., & Kabamalan, M.	2015	Assessing and acyusting the 2000 Philippine Census Population Count.	Paper
Ericta C., and Espinoza, M. 	2004	Monitoring the indicators of the millennium development goals through the civil registration and vital statistics system.	Paper
X	X	X	Online
Health Metrics Network	2009	Assessing the production, quality and use of national vital statistics: a case study of the Philippines.	X
Hill, K.	1982	Approaches to the measurement of childhood mortality: A comparative review.	Monograph
Hill, K.	1994	Methods for measuring adult mortality in developing countries: A comparative review.	Online
Hufana, L.	2006	Civil registry documents' clockwork.	Paper
Kupu, S.	1999	Mortality analysis for Tonga.	Journal Article
Moulrie, R. A., Dorrington, R. E., Hill, A. G., Hill, K., Timaeus, I., & Zaba, B.	2013	Tools for demographic estimation.	Monograph
National Statistical Coordination Board	2015	The Philippines millennium development goals.	Online
National Census and Statistics Office	1983	Manual on civil registration. Civil Registrar General, NCSO.	Monograph
National Statistics Office Philippines and Macro International Inc.	X	1988 & 1993 national demographic survey.	Survey
National Statistics Office	1993	CRG Administrafive Order No. 1, Series of 1993.	Law
National Statistics Office	1993	Manual of instructions: Accomplishment and coding of civil registry forms.	X
National Statistics Office	2000	Technical notes 2000 census-based population projections.	Online
National Statistics Office, and ORC Macro	2004	National demographic and health survey 1998, 2003, & 2008.	Survey
National Statistics Office	2009	Civil Registration and Vital Statistics System Assessment.	Report
National Statistics Office	2012	Final Report on Completeness Study of Death Registration in the Philippines, Its Regions and Provinces for 2007.	X
National Statistics Office	2012	Assessment of the civil registration and vital statistics system at the sub-national level.	Report
Philippine Health Information Network	2014	Philippine CRVS strategic plan, 2014- 2019.	Plan
Philippine Statistics Authority, & ICE International	2014	Philippine National Demographic and Health Survey 2013.	Survey
Preston, S. H., Coale, A. J., Trussell, T. J. & Weinstein, M.	1980	Estimating the completeness of reporting of adult deaths populations that are approximately stable.	Journal Article
Shryock, H. S., Siegel, J. S.	1975	The methods and materials of demography.	Monograph
Siegel, J. S. & Washington, D.	2004	The methods and materials of demography. Second Edition.	Monograph
UNICEF, WHO, The World Bank, & UN Population Division	2006	Levels and trends of child mortality in 2006: Estimates developed by the inter-agency group for child mortality estimation.	X
UNESCAP, WHO, Philippine Department of Health, Philippine Statistics Authority, & Canadian Department of Foreign Affairs, Trade and Development	2014	Strengthening the civil Registration and vital statistics: A case study of the Philippines.	X
UN Population Division	1983	Manual X- Indirect techniques for demographic estimation.	Online
United Nations	1982	Model life tables for developing countries.	X
United Nations	1995	Feasibility study on accelerating the improvement of civil registration and viral statistics systems of the Philippines.	Monograph
United Nations	2001	Principles and recommendations for a vital statistics system.	Monograph
World Health Organization	2008	Health in Asia and the Pacific.	X
Asian Development Bank	2009	Poverty in the Philippines: causes, constrains and opportunities	Book
Baguinon, N. & Casas, E.V.	2009	Optimizing landscape value for man and nature: a case study of land suitability mapping to conserve biodiversity in Lawaan, Eastern Samar, Philippines	X
Balisacan, A.M. & Hill, H.	2005	Regional dynamics and decentralization in the Philippines: Ten lessons from a 'fast starter'	X
Bersamin, M., Todd, M. & Remer, L.	2011	Does distance matter? Access to family planning clinics and adolescent sexual behaviors	Journal Article
Brownstein, J., Cassa, C., Kohane, I. & K. Mandl	2005	Reverse geocoding: concerns about patient confidentiality in the display of geospatial health data	X
Buckley, R., Gahegan,  M., & K. Clarke	2000	Geographic visualization as an emerging research theme in GIScience. Oregon State University	Online
Burgert, C. R., Colston,  J., Roy, T. & Zachary, B.	2013	Geographic displacement procedure and geo referenced data release policy for the demographic and health surveys	X
Coale, A.	1973	The demographic transition international population conference	X
Curran, S., Entswisle, B., Evans, T., Rindfuss, R. & Walsh. S.J.	1997	Geographic Information System, spatial network analysis, and contraceptive choice	Journal Article
Health Policy Development and Planning Bureau Department of Health	2012	National Objectives for Health Philippines, 2011-2016	X
Herrin, A.	2002	Population Policy in the Philippines, 1969-2002	Book
Jones, G.	2013	The population of Southeast Asia	Online
Lakew, Y., Reda, A.V., Tamene, H., Benedict, S., & Deribe, K.	2013	Geographical variation and factors influencing modern contraceptive use among married women in Ethiopia: evidence from a national population based survey	Journal Article
Lamberte, E., Lee, N., Garganian, D., & Kantner, A.	2000	Family Planning Service Utilization and Market Segmentation in the Philippines	Online
Leonardo, L., Marcelo, A., Solon, J. A. & Villasper, J.	2007	Geographic information systems in health research and services delivery in the Philippines	X
Population Reference Bureau	2006	Making the link in the Philippines: Population, health and environment	Online
Namulanda, G.	2005	HIV/AIDS, GIS and the internet: Efficient health care planning and equitable resource allocation for HIV/AIDS health and social services	Thesis
National Epidemiology Center	2008	Field health services and information system	X
National Epidemiology Center	2013	Field health services and information system	X
Orbeta, A.	2004	Population and poverty at the household level: revisiting the links using the household surveys	Thesis
Orbeta, A.	2006	Poverty, fertility preferences and family planning practices in the Philippines	Journal Article
Paringgit E., Santillian, J. & Makinano, M.	2011	Integrated landsat image analysis and hydrologic modeling to detect impacts of 25-year land-cover change on surface runoff in a Philippine watershed	Journal Article
Philippine Statistics Authority (PSA), & ICE Macro	2009	National demographic and health survey 2008	X
Philippines Statistics Authority (PSA), & ICE International	2014	Philippine National Demographic and Health Survey. 2013	X
Philippine Statistics Authority (PSA)	X	Tables and thematic maps	X
Pickle L., Waller, L. & Lawson, A.	2005	Current practices in cancer spatial data analysis: a call for guidance	Journal Article
Prata, N.	2007	The need for family planning	Journal Article
Richards, T., Croner, C., Rushton, G., Brown, C., & Fowler, L.	1999	Geographic information systems and public health: Mapping the future	X
Robey, B., Rutstein, S., & Morris, L.	1994	The fertility decline in developing countries	X
Sherman, J. & Fetters, T.	2007	Confidentiality concerns with mapping survey data in reproductive health research	Journal Article
Sileo, K. M.	2014	Determinants of family planning service uptake and use of contraceptive among postpartum women in rural uganda	Thesis
Tanskanen, A., Nillos, L., Lehtinen, A., Nohynek, H., Sanvictores, D., Simoes, E., Tallo, V., &  Lucero, M.	2012	Geographic information system and tools of spatial analysis in a pneumococcal vaccine trial	X
X	2008	Using geographic information system tools to address disparities in access to family planning services and commodities in Latin America and the Caribbean	X
Wang, W. S., Pullum, T., & Ametepi, P.	2012	How family planning supply and the service environment affect contraceptive use: findings from four East African Countries	X
Wang, W. S., Winner, M., Burger, C., & Colston, V.	2014	Influence of service readiness on use of facility delivery care: a study linking health facility data in Haiti	X
X	X	Maternal mortality in 2000: Estiamtes developed by WHo, UNICEF and UNFPA	Online
X	1993	Strengthening midwifery	Journal Article
Acuin, C. S., Bais, A. C., Javellana, J., & Barzaga, D. J.	1995	The role of traditional practitioners in the delivery of health care	Monograph
Allan Guttmacher Institute	2002	Women and societies benefit when childbearing is planned	Monograph
Ashford, L.	2002	Hidden suffering: Disabilities from pregnancy and childbirth in less developed countries	Online
Asian Development Bank	X	Gender and development: Weaving a balanced tapestry	X
Baltazar, J. C., & Sanile, O. P.	1989	The health status of Filipina women today and risks to their reproductive gealth	Monograph
Bulatao, R. A., & Ross, J. A.	2003	Which health services reduce maternal mortality? Evidence from ratings of maternal health services	Journal Article
Cabigon, J. V.	X	Use of health services by Filipino women during childbearing episodes	Monograph
Carlough, M.	1997	More than hospitals are needed in Nepal	Journal Article
Chakraborty, N., Islam, M. A., Chowdury, R. I., Bari, W., & Akhter, H. H.	2003	Determinants of the use of maternal health services in rural Bangladesh	Monograph
Cham, M., Sundby, J., & Vangen, S.	2005	Maternal mortality in the rural Gambia, a qualitative study on access to emergency obstetric care	Online
Chowdury, R. I., Islam, M. A.,  H.A. Halida, H. A., & Nital, C.	2004	Analysis of postpartum complications in relation to the selected delivery characteristics in rural Bangladesh	Journal Article
Collymore, Y.	2003	Improving emergency care to end maternal deaths	X
Creel, L. C., & Perry, R. J.	2003	Improving the quality of reproductive health care for young Ppeople	Online
Department of Health	1997	Barangay health workers' training on maternal and child health	X
DHS+ Dimensions	2000	Selected statistics from DHS surveys	News
Faghihzadeh, S., Rochee, B. G., Lmyian, M., Mansourian, F., & Rezasoltani, P.	2003	Factors associated with unwanted pregnancy	Journal Article
Fathalla, M.	1987	The long road to maternal death	Journal Article
Freedman, L. P., & Maine, D.	1993	Women's mortality: A legacy of neglect	X
Henderson, J. W.	1994	The cost effectiveness of prenatal Care	X
International Family Planning Perspectives	2001	Obstetric complications common in West Africa, despite accessible care	Online
International Family Planning Perspectives	2003	Unintended pregnancy is linked to inadequate prenatal care, but not to unattended delivery or child Health	X
Jhpiego	2003	Shaping policy for maternal and newborn health: A compendium of case studies	Online
Jimeno, J. A.	1977	Maternal and child care practices of women in Bohol province. Bohol Province Maternal and Child Health, Family Planning Project	Research
Katoanga, S. F.	X	Improving the quality of health care in reproductive health	Online
Kost, K., Landry, D. J., & Darroch, J. E.	1998	Predicting maternal behaviors during pregnancy: Does intention status matter?	Journal Article
Kusiako, T., Carine, R., & van der Paal, L.	2000	Perinatal mortality attributable to complications of childbirth in Matlab, Bangladesh	X
Lawn, J. E., Cousens, S., & Zupan, J.	2005	4 million neonatal deaths: When? Where? Why?	Online
Locay, S., & Weeks	X	Better health for women: Research results from the maternal Nutrition and Child Health Care (MNHC) Program	Monograph
Loudon, I.	1991	On maternal and infant mortality	Journal Article
Lule, E., Ramana, G. N., Ooman, N., Epp, J., Huntington, D., & Rosen, J. E.	2005	Achieving the millennium development goal of improving maternal health: Determinants, interventions and challenges	X
Mahler, H.	1985	A Speech Delivered on April 1985	X
Maine, D.	1993	Safe motherhood program: Issues and strategies	X
Maine, D., & Chavkin, W.	2002	Maternal mortality: Global similarities and differences	X
Maine, D., & Rosenfield, A.	1991	Why has safe motherhood stalled?	X
Maine, D., & Rosenfield, A.	1999	The safe motherhood initiative: Why has it stalled?	Journal Article
McCarthy, J., & Maine, D.	1992	A framework for analyzing the determinants of maternal mortality	Monograph
McDonald, M.	1995	Women in development: Vietnam	X
Monjaraz, C.	1999	A study of the relationship of early prenatal care to birth weight: Does first trimester care make difference?	Online
Myer, L., & Harrison, A.	2003	Why do women seek antenatal care late? Perspectives from rural South Africa	Monograph
National Statistics Office, Department of Health, & Macro International Inc.	1998	National Demographic and Health Survey 1998	Survey
National Statistics Office, & ORC Macro	2004	National Demographic and Health Survey 2003	Survey
National Statistics Office, & Macro International Inc.	1993	National Safe Motherhood Survey 1993	Survey
National Statistics Office	2001	2000 maternal and child health survey, final report	Report
Navaneetham, K., & Dharmalingam, A.	2000	Utilization of maternal health care services in South India	Monograph
Ngom, P., et. al.	2000	Intra-household decision-making on health and resource allocation in the Borgou, Bénin: Final report	Report
Okafor, C. B., & Rahna, R. K.	1994	Women's and health care providers' views on maternal practices and services in rural Nigeria	X
Oxaal, Z., & Baden, S.	1996	Challenges to women's reproductive health: Maternal mortality	Report
Papiernik, E.	1995	The role of emergency obstetric care in preventing maternal deaths: A historical perspective on European figures since 1751	Journal Article
Parker, L. N., Gupta, G. R., Kurz, K. M., & Merchant, K. M.	1990	Better health for women: Research results from the maternal nutrition and health care program	Research
Perez, A. Y. Jr.	1968	A study on the maternal health services of the rural health unit in Salcedo, Eastern Samar, Philippines	Thesis
Perez, A. Y., et. al.	1997	Clandestine abortion: A Philippine reality. New York: Alan Guttmacher Institue and University of the Philippines Population Institute	X
Perez, A. Y., et. al.	1992	Reproductive health risks of women and fertility  decision-making in the Philippines Project Focus Group Discussion conducted in selected barangays in Nueva Ecija and Metro Manila in September 1992	Monograph
Population Commision	2002	The state of the Philippine population report 2002	Online
Population Reports	X	Incidence of maternal seaths and illnesses. Population Information Program	X
Prual, A. et. al.	2000	Severe maternal morbidity from direct obstetric causes in West Africa: Incidence and case fatality rates	Online
Pulley, L. et. al.	2002	The extent of pregnancy mistiming and its association with maternal charactedstics and behaviors and pregnancy outcomes	Journal Article
Rani, M., Sekhar, B.	2003	Rural Indian women's care-seeking behavior and choice of provider for gynecological symptoms	Journal Article
Recidero, Z.	2006	The UN process indicators and women's health and safe motherhood project 2	X
Reed, H. A., Koblinsky, M. A., & Mosley, H. M.	2000	The consequences of maternal morbidity and maternal mortality: Report of a workshop	Report
Sable, M. R., & Wilkinson, D. S.	1998	Pregnancy intentions, pregnancy attitudes, and the use of prenatal care in Missouri	Journal Article
Safe Motherhood Fact Sheet	1998	The safe motherhood initiative. Family Care Inteniational	Online
Safe Motherhood	2002	The safe motherhood initiative	Online
Sahagun, G.	1987	Hospital maternal deaths: Causes and implications	Proceedings
Sanders-Philippines, & Davis, S.	1998	Improving prenatal care services for low income African American women and infants	Journal Article
Santelli, J., Rochat, R., Hatfield-Timajchy, K., Gilbert, C., K. Curtis, K., Cabral, R., Hirsch, J. S., Schieve, L., et. al.	2003	The measurement and meaning of unintended pregnancy	Journal Article
Santos-Acuin, C., Javellan, J., Balis, A. C., Barzaga, D., Jensen, E., & Jose-Chabot, M.	1994	The role of traditional health practitioners in the delivery of health care - a secondary analysis of NDS-SMS 1993 Data	Journal Article
Shiffman, I.	2000	Can poor countries surmount high maternal mortality?	Journal Article
Sloan, N. L., Winikoff, B., & Fikree, F. F.	2001	An ecological analysis of maternal mortality ratios	Journal Article
Singh, S., Juarez, F., Cabigon, J. V., Ball, H., Hussain, R., & Nadeau, J.	X	Unintended pregnancy and induced abortion in the Philippines: Causes and consequences	Monograph
Singh, S., Cabigon, J. V., Hossain, A., Kamal, H., & Perez, A. E.	1997	Estimating the level of abortion in the Philippines and Bangladesh	Journal Article
Stewart, M. K., Stanton, C. K., Festin, M., & Jacobson, N.	1996	Issues in measuring maternal morbidity: Lessons from the Philippines Safe Motherhood Survey Project	Journal Article
Tadiar, F. M.	1993	The Filipino women's access to utilization of health services for reproductive care, Discussion Paper No. 93-01	X
Tan, M. L.	1992	Traditional medical practitioners in the Philippines	Journal Article
Thaddeus, S., & Maine, D.	1990	Too far to walk: Maternal mortality in context	X
Tinker, A., & Ransom, E.	2002	Healthy mothers and healthy newborns: A vital link	X
UNICEF, WHO, & UNFPA	1997	Guidelines for monitoring the availability and use of obstetric services	Monograph
UNFPA	2004	Fast facts about maternal health and newborn survival	Online
United Nation Millennium Task Force on Child Health and Maternal Health	2005	Who's got the power	Report	
Villaroman-Bautista, R.	X	Better health for women: Research results from the maternal nutrition and Child Health care (MNHC) Program	Research
Walraven, G., & Weeks, A.	1999	The role of (traditional) birth attendants with midwifery skills in the reduction of maternal mortality	Journal Article
Westley, S. B., & Kantner, A.	1996	Who uses reproductive health services in the Philippines (and who doesn't?)	Monograph
WHO	1997	Risk assessment	X
World Bank	X	Making motherhood safer	Online
World Bank	1993	World development report 1993	Monograph
World Bank	1999	Safe motherhood and the World Bank - Lessons from 10 Years of Experience. Human Development Network	Monograph
World Health Organization	1991	Essential obstetric functions at the first referral level	Monograph
World Health Organization	1994	Causes of maternal deaths	Journal Article
World Health Organization	1997	Coverage of maternity care: A listing of available information	Monograph
World Health Organization	1998	Postpartum care of the mother and newborn: A practical guide	Online
World Health Organization	1998	Antenatal care	Online
World Health Organization	1998	Reducing mortality from major killers of children	Online
World Health Organization	2000	Essential obstetric car	X
World Health Organization	2005	World health report 2005	Report
Aldaba, F., Lanzona, L., & Tamangan, R.	2004	An empirical analysis on the trade-off between schooling and child Labor in the Philippines.	Journal Article
Arat, Z.	2002	Analyzing child labor as a human rights issue: it's causes, aggravating policies, and alternative proposals.	Journal Article
Asia and the Pacific Programme of Educational innovation for Development, & UNESCO	1987	Coping with drop-out: a handbook.	Monograph
Becker, G.	1981	A treatise of the family.	Monograph
Becker, G., & Lewis, H.	1973	On the interaction between the quantity and  quality of children.	Journal Article
Bureau of Labor and Employment Statistics	2009	2009 Yearbook of labor statistics.	Monograph
Cabezas, S., & Quiring, M.	2005	Which households have child laborers? household characteristics and incidence of child labor in the Philippines.	Thesis
Cabigon, J.	1990	Philippine mortality in changing times.	Dissertation
Dar, A.	2002	Participation of children in schooling and labor activities: A review of emperical studies.	Monograph
Del Rosario, R., & Bonga, M.	2000	Child labor in the Philippines: a review of selected studies and policy papers.	Monograph
Department of Education	2009	Department of Education Basic Education Fact Sheet.	Online
Department of Education	2010	Department of Education Region 8 Performance Indicators.	Online
Dostle, B., & Jayaraman, R.	2003	Determinants of school attendance in Indian  villages: Do contextual matters?	Paper
Fafchamps, M., & Wahba, J.	2006	Child labor, urban proximity and household composition.	Discussion Paper
Institute for Labor Studies	1994	Comprehensive study on child labor in the Phillipines.	Monograph
International Labor Office	2004	Child labor: a textbook for university student.	Monograph
Khan, M.	X	The importance of education.	Online
King, E., & Lillard, L.	1983	Determinants of schooling attainment and enrollment rates in the Philippines.	X
Le Roux, J.	1996	The worldwide phenomenon of street children: conceptual analysis.	Online
Le, T.	2008	Determinants of dropping out of school: the case of Vietnam.	Thesis
Mangaran, R.	1994	Factors related to drop out in public and private general high schools in Bulacan.	Thesis
Maligalig, D., & Albert, J.	2008	Measure for assessing basic education in the Philippines.	Discussion Paper
National Statistics Office Philippines	2005	2003 Functional literacy, education and mass media survey final report.	Report
National Statistics Office Philippines	2007	January 2007 Labor Force Survey Enumerator's Manual.	Manual
Niime, K.	2008	Education: the right response to child labor.	Journal Article
Orbeta, A.	2000	Macroeconomic policy change and joint schooling and labor participation decision of children 10-24 years old.	Research
Orbeta, A.	2006	Number of children and their education in the Phiiippines.	Discussion Paper
Paderanga, N.	1993	A proposed guidance intervention program based on a study of dropouts in Iligan City Northeast I District, school year 1991-1992.	Thesis
Pedrosa, P. 	1961	Understanding our out-of-school children.	Monograph
Petilo. R. 	2006	Dropout reduction management strategies in public high schools.	Thesis
Pitriyan, P.	2006	The impact of child's education on child labor: The case of Indonesia.	Working Paper
Robles-Vasquez, H., & David, G.	2000	adjustment: Education and economic labor force participation by Mexican children during structural adjustment: A microeconomic analysis.	Working Paper
Sackey, H. 	2007	Determinants.of school attendance and attainment in Ghana: A gender perspective.	Paper
